ano;numero;data_pedido;informacoes_pessoais;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;numero_recurso;resposta_2o_recurso;orgao_2o_recurso;situaçao_2o_recurso;data_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;anexo_resposta;anexo_resposta_1o_recurso;anexo_resposta_2o_recurso
2020;2020002260069000536;2020-04-30;SIM;Indeferido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Gostaria de obter informações sobre os dois processos abaixo:;;Prezada solicitante,Este não é o canal adequado para esse tipo de solicitação, motivo pelo qual seu pedido foi indeferido. Ressaltamos que o Portal da Transparência é o instrumento para solicitar informações sobre o município, NÃO sendo o canal adequado para tratar de informações de caráter pessoal, análises de casos concretos e procedimentos administrativos.Em casos como esses citados, o solicitante deve fazer a requisição diretamente nos departamentos responsáveis. Para esclarecer dúvidas dos servidores da Prefeitura do Recife, a Secretaria de Administração e Gestão de Pessoas (SADGP) criou o Email corporativo:  gerenciageral.administracaopessoal@recife.pe.gov.br. Neste canal de comunicação, o servidor poderá solicitar esclarecimentos sobre pagamento, progressão, aposentadoria, abono de permanência, licenças diversas. As respostas às solicitações ocorrerão de segunda a sexta/eira, das 8h às 12h e das 14h às 18h. Importante destacar que, em virtude do atual cenário mundial devido à pandemia do Novo Coronavírus e considerando a Portaria nº 119, que regulamenta o Decreto nº 33.539 de 19 de março de 2020, que dispõe sobre a convocação de todos os colaboradores da administração pública municipal para enfrentamento da emergência de saúde pública decorrente do COVID/19, houve alteração nos serviços realizados pela Prefeitura do Recife, com a suspensão de muitas atividades.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Indeferido;2020-05-04;;;;;;;;;;;;;;Outros  ;F;Pós-graduação;Servidor público estadual;Ipsep;Recife;Pernambuco;Brasil;;;
2020;2020002270069000533;2020-04-30;SIM;Indeferido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Reitero e insisto na reanálise do processo , visto que o parecer negativo da Procuradoria foi baseado em um erro administrativo no registro: sempre foi um CONTRATO POR TEMPO DETERMINADO, regido pelo  REGIME GERAL DA PREVIDÊNCIA SOCIAL, nunca uma CESSÃO DE PESSOAL, o qual ensejaria colaboração, autorização de afastamento temporário, interesse dos órgãos cedente e cessionário e o devido respaldo normativo, como todo ato administrativo.Como foi descrito desde o início, este contrato foi uma continuidade de um contrato anterior realizado via seleção pública em 2010. O pedido de nova Certidão foi devido ao não recolhimento de contribuições ao INSS. Nunca houve afastamento do meu vínculo estatutário.O pedido inicial de nova Certidão incluía a solicitação do recolhimento das contribuições. Isto não é mais necessário, visto que houve PRESCRIÇÃO. No entanto, o PREJUÍZO que pode vir a causar, não seria possível mensurar. São 6 (seis meses) de uma VIDA laboral que coincidiram com uma leonina reforma da Previdência. Não se limitaria apenas à questão financeira, mas também ao aumento da idade para reconhecimento do direito de aposentadoria.Neste momento, SOLICITO  que seja RETIRADA da referida Certidão a observação de que era servidor de outro órgão para exercer cargo de provimento em comissão, o que não condiz com com a REALIDADE DOS FATOS.  Foi um ERRO da Prefeitura e admitir este erro é uma questão de JUSTIÇA.Como principal interessada, ressalto desconhecer totalmente qualquer portaria que deu subsídio ao Parecer a mim enviado. Diante do exposto solicito o DOCUMENTO (Portaria, outros, etc.) que comprovaria a CESSÃO constante no Parecer.Parecer com observações em anexo.;ARQUIVO OCULTADO POR CONTER INFORMAÇÃO PESSOAL;Prezada solicitante,Este não é o canal adequado para solicitação de análises de processos, motivo pelo qual seu pedido foi indeferido. Ressaltamos que o Portal da Transparência é o instrumento para solicitar informações sobre o município, NÃO sendo o canal adequado para tratar de informações de caráter pessoal, análises de casos concretos e procedimentos administrativos.Em casos como esses citados, o solicitante deve fazer a requisição diretamente nos departamentos responsáveis. Para esclarecer dúvidas dos servidores da Prefeitura do Recife, a Secretaria de Administração e Gestão de Pessoas (SADGP) criou o Email corporativo:  gerenciageral.administracaopessoal@recife.pe.gov.br. Neste canal de comunicação, o servidor poderá solicitar esclarecimentos sobre pagamento, progressão, aposentadoria, abono de permanência, licenças diversas. As respostas às solicitações ocorrerão de segunda a sexta/eira, das 8h às 12h e das 14h às 18h. Importante destacar que, em virtude do atual cenário mundial devido à pandemia do Novo Coronavírus e considerando a Portaria nº 119, que regulamenta o Decreto nº 33.539 de 19 de março de 2020, que dispõe sobre a convocação de todos os colaboradores da administração pública municipal para enfrentamento da emergência de saúde pública decorrente do COVID/19, houve alteração nos serviços realizados pela Prefeitura do Recife, com a suspensão de muitas atividades.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Indeferido;2020-05-04;;;;;;;;;;;;;;Outros  ;F;Pós-graduação;Servidor público estadual;Ipsep;Recife;Pernambuco;Brasil;;;
2020;2020002280107009994;2020-05-02;NÃO;Respondido;SECRETARIA DE FINANÇAS;Prezado(a),Entro em contato para solicitar dados relativos ao contencioso tributário do Município.Gostaria de informações sobre o total do estoque (em R$), atualizado até 31/12/2019, da dívida ativa tributária municipal, de preferência com indicação da composição por tributo (ex.: qual o valor do estoque inscrito em D.A. de ISS, IPTU...).Agradeço desde já.;;Prezada, boa tarde!Segue, em anexo, resposta para o presente Pedido de Acesso à Informação.Atenciosamente,Secretaria de Finanças;SECRETARIA DE FINANÇAS;Respondido;2020-05-14;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior   ;Pesquisador  ;Casa Verde;São Paulo;Sp;Brasil;2020002280107009994_doc_1;;
2020;2020002290060000403;2020-05-02;NÃO;Indeferido;SECRETARIA DE FINANÇAS;Prezado(a),Entro em contato para solicitar dados relativos ao contencioso tributário do Município.Gostaria de informações sobre o total do estoque (em R$), atualizado até 31/12/2019, do contencioso administrativo tributário municipal.Agradeço desde já.;;Prezada,Este pedido foi indeferido por já haver outra pergunta com o mesmo teor da mesma solicitante. Informamos que seu questionamento será respondido através do protocolo nº 2020002280107009994.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE FINANÇAS;Indeferido;2020-05-13;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior   ;Pesquisador  ;Casa Verde;São Paulo;Sp;Brasil;;;
2020;2020002300020010131;2020-05-04;NÃO;Respondido;SECRETARIA DE EDUCAÇÃO;Prezados, com fundamento no direito de acesso à informação artigo 5º, inciso XIV da Constituição Federal, bem como as leis 12.527/2011 e a  Lei Municipal nº 17.866/2013, regulamentada através do Decreto nº 28.527/2015, vimos requerer o acesso aos seguintes dados/ lista atualizada com a ordem cronológica de pagamentos das despesas referentes ao exercício de 2020 da Secretaria de Educação do município de Recife referentes ao empenho de nº 2019NE06540000 para o fornecimento de 500 notebooks/ lista atualizada com todas as ordens cronológicas de pagamentos das despesas do município Recife. Caso as informações não nos sejam fornecidas, requeremos que seja apontada a razão da negativa. O presente pedido se faz necessário já que buscamos por todos os meios o acesso à esta informação, conforme troca de e/mail anexa a este pedido.   ;ARQUIVO OCULTADO POR CONTER INFORMAÇÃO PESSOAL;Prezada.Desde o mês de fevereiro do ano em curso, os pagamentos realizados pela Prefeitura do Recife vêm sendo contingenciados devido à situação de pandemia por conta do Coronavírus, vivenciada não só pelo município do Recife, mas por todo o mundo. Diante do exposto, os pagamentos realizados são definidos pelo seu Comitê Gestor. O empenho citado não teve seu pagamento realizado, uma vez que todos os esforços desta Prefeitura têm sido voltados para o combate ao Coronavírus. Portanto, aguardamos definições daquele Comitê Gestor  para a realização do referido pagamento. Informamos ainda que todas as despesas pagas pela Prefeitura do Recife encontram/se disponíveis no Portal da Transparência.;SECRETARIA DE EDUCAÇÃO;Respondido;2020-05-06;;Prezado Sr.Ao mesmo tempo que agradecemos a rápida resposta, não podemos nos satisfazer com o conteúdo da mesma, pois, apesar de entendermos a situação causada pela pandemia, nosso fornecimento foi finalizado em 05 de março, ou seja, antes do COVID/19 se instalar em nosso país e a pandemia ser decretada, os equipamentos já estão sendo utilizados pela Secretaria de Educação do Município, auxiliando no trabalho remoto de seus servidores, possui parte do orçamento oriundo de dotação orçamentária federal (1401.12.361.1.206.2.125 / Elemento de despesa: 44.90.52 / Fonte: 112). Assim, não há que se negar a análise e aprovação de pagamento desta despesa pelo Comitê Gestor do Município. Pelos motivos expostos, reiteramos que nosso pedido para o fornecimento da ordem cronológica e bem como a quitação deste pagamento sejam acolhidos pelo Comitê Gestor. Caso não seja acolhido nosso pedido para pagamento da nota de empenho nº 2019NE06540000, aproveitamos a presente para questionar V.Sa.  quanto a destinação dada à dotação orçamentária federal 1401.12.361.1.206.2.125 / Elemento de despesa: 44.90.52 / Fonte: 112, previamente destinada ao pagamento de nosso fornecimento, além da ordem cronológica de pagamento anteriormente solicitada.;Prezada. Considerando solicitação feita através do Portal da Transparência do Recife, informamos que o valor total da aquisição de notebooks e desktops feita pela Prefeitura do Recife no ano de 2019 é de R$ 6.248.560,00 (seis milhões, duzentos e quarenta e oito mil, quinhentos e sessenta reais). Deste total foram pagos R$ 3.778.560,00 (três milhões, setecentos e setenta e oito mil, quinhentos e sessenta reais), obedecendo rigorosamente à ordem das entregas e o prazo de vencimento das notas fiscais, que é de trinta dias após a entrega dos equipamentos.No caso da Torino, os equipamentos foram entregues com atraso de dois meses, fazendo com que o prazo de vencimento da nota fiscal coincidisse com o período de início da situação de pandemia, onde todos os pagamentos realizados pela Prefeitura do Recife passaram a ser contingenciados. O pagamento devido será realizado o mais rápido possível.'Atenciosamente,Autoridade de Transparência da Secretaria de EducaçãoOBSERVAÇÃONa página principal do Portal da Transparência existe um link para consultar as despesas. Ao acessar a pesquisa “Despesas Detalhada por Credor/ Empenho”, é possível visualizar os pagamentos e notas de empenho referentes a cada contrato e/ou fornecedor. Lá constam, ainda, as datas e em que estágio a despesa se encontra, seja empenho, liquidação ou pagamento.Lembramos que questões sobre pagamentos, entrega de mercadorias, dentre outros assuntos específicos, devem ser tratados com o departamento financeiro de cada órgão. A justificativa está no link a seguir:  http://www.acessoainformacao.gov.br/lai/para/sic/sic/apoio/orientacoes/guias/e/orientacoes/guia/de/procedimentos/para/atendimento/a/lei/de/acesso/a/informacao/e/utilizacao/do/e/sicSendo assim, informações dessa natureza devem ser tratadas no Setor Financeiro da Secretaria de Educação através dos telefones: 3355/9163 / 9173 / 9149.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE EDUCAÇÃO;Respondido;2020-05-25;;;1;;;;;Pesquisa;F;Mestrado/Doutorado;Empregado - setor privado;Retiro Sao Joao;Sorocaba;São Paulo;Brasil;;;
2020;2020002310034000254;2020-05-05;NÃO;Indeferido;SECRETARIA DE SAÚDE;Caros, bom dia, envio uma sugestão: Um dos problemas que pode ser verificado para solucionar as filas da caixa é melhorar a usabilidade do acesso via celular. Tenho amigo com bons conhecimentos de informática que relatou que é muito difícil a usabilidade via celular. Ele não conseguiu. Então como essas pessoas não detém condição e talvez o celular seja o meio de acesso, sugiro verificar com a Caixa a otimização do sistema de celular para evitar essas filas. Desde já agradeço,;;Prezado,Agradecemos seu contato. No entanto, o Portal da Transparência é o instrumento para solicitação de informações do município. Para denúncias, solicitações, elogios e sugestões, o canal adequado é a Ouvidoria Geral do Município.É possível registrar uma manifestação através do link a seguir: http://ouvidoria.recife.pe.gov.br/registre/sua/manifestacao ou entrar em contato através dos meios abaixo:Teleatendimento: 0800 281 0040 (Segunda a sexta das 07h às 17h)E/mail: ouvidoria@recife.pe.gov.br Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE SAÚDE;Indeferido;2020-05-05;;;;;;;;;;;;;;Outros  ;M;Pós-graduação;Servidor público estadual;Boa Viagem;Recife;Pe;Brasil;;;
2020;2020002320034000251;2020-05-05;NÃO;Respondido;SECRETARIA DE SAÚDE;Olá, gostaria de solicitar a base de dados de casos de dengue de 2019, no portal de dados abertos disponibiliza até 2018 apenas.;;Prezado,vai em anexo as informações do processo para projetos/pesquisas, na qual a SESAU disponibiliza um SISTEMA para maior celeridade. Informo ainda que, todos os boletins epidemiológicos de arboviroses do Recife estão disponíveis no blog do CIEVS Recife.Gerência Geral de Vigilância à SaúdeDiretoria Executiva de Vigilância à SaúdeSecretaria de Saúde do Recife3355 / 1892 /1895;SECRETARIA DE SAÚDE;Respondido;2020-05-25;;;;;;;;;;;;;;Estudo  ;M;Mestrado/Doutorado;Pesquisador  ;Planalto;Lajedo;Pe;Brasil;2020002320034000251_doc_1;;
2020;2020002330060010134;2020-05-05;NÃO;Respondido;SECRETARIA DE FINANÇAS; A Lei Municipal nº 17.866/2013, regulamentada através do Decreto nº 28.527/2015, garante ao cidadão o direito constitucional de acesso às informações públicas e nesse sentido gostaria do Relatório Resumido de Execução Orçamentária (RREO) e o Relatório de Gestão Fiscal (RGF) de 2019 e 2020 até maio.;;Prezado, boa tarde!Segue, em anexo, respostas para o presente Pedido de Acesso à Informação.Atenciosamente,Secretaria de Finanças;SECRETARIA DE FINANÇAS;Respondido;2020-06-05;;;;;;;;;;;;;;Estudo  ;M;Ensino Superior   ;Estudante    ;Espinheiro;Recife;Pe;Brasil;2020002330060010134_doc_1;;
2020;2020002340006000107;2020-05-06;NÃO;Respondido;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;A Limpeza urbana de Salvador está pesquisando preços dos serviços de recebimento e destinação de resíduos da construção civil, para subsidiar a licitação que está sendo elaborada. Caso tenha esse serviço favor enviar o preço por tonelada.;;Prezada Senhora,A composição dos preços de coleta e destinação dos resíduos da construção civil, neste município, depende de cada um dos serviços executavos, com suas pertinentes peculiaridades, não sendo possível, portanto informa/lo sem os requisitos necessários.atenciosamente;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;2020-05-07;;;;;;;;;;;;;;Pesquisa;F;Pós-graduação;Servidor público municipal    ;Stiep;Salvador;Ba;Br;;;
2020;2020002350050000041;2020-05-08;NÃO;Respondido;AUTARQUIA DE URBANIZACAO DO RECIFE;A Lei Municipal nº 17.866/2013, regulamentada através do Decreto nº 28.527/2015, garante ao cidadão o direito constitucional de acesso às informações públicas e nesse sentido,  venho pedir a licitação de  pavimentação da rua Aureo Xavier,  no cordeiro,  com contrato,  especificações da construção, ou seja os arquivos da licitação.;;Boa noite,Em atendimento ao Pedido de Acesso à Informação protocolado sob o nº 2020002350050000041, ressaltamos que a URB RECIFE já prestou todas as informações que dispõe acerca da Rua Áureo Xavier, no bairro do Cordeiro (não existe projeto executivo), através do PAI nº 202000128005009995, bem como do PAI nº 2020002350050000041, este último especificamente sobre a referida rua, ambos desse interessado.Destarte, em não havendo projeto executivo nesta Autarquia, não há no que se falar em licitação de pavimentação da rua em tela, além dos demais documentos requeridos.Atenciosamente,AUTORIDADE ADMINISTRATIVA DA LAI – URB RECIFE;AUTARQUIA DE URBANIZACAO DO RECIFE;Respondido;2020-05-11;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior   ;não informado;Espinheiro;Recife;Pe;Brasil;;;
2020;2020002360034000021;2020-05-10;NÃO;Respondido;SECRETARIA DE SAÚDE;A Lei Municipal nº 17.866/2013, regulamentada através do Decreto nº 28.527/2015, garante ao cidadão o direito constitucional de acesso às informações públicas. nesse sentido, venho pedir os contratos de locação dos hospitais provisorios no combate aos covid 19, que não foram colocados nos gastos do portal da transparência. ;;Prezado, conforme solicitação, abaixo vem o número do contrato de locação e o link de acesso de cada Hospital Provisório do Recife:HOSPITAL PROVISÓRIO DO RECIFE / UNIDADE IMBIRIBEIRA: Contrato de Locação: 4801.1007/2020http://www.recife.pe.gov.br/contratos/emprel/paginaspublicas/ConsultaContratoConsolidado.jsfHOSPITAL PROVISÓRIO DO RECIFE / UNIDADE COELHOS:Contrato de Locação: 4801.1009/2020http://www.recife.pe.gov.br/contratos/emprel/paginaspublicas/ConsultaContratoConsolidado.jsfHOSPITAL PROVISÓRIO DO RECIFE / UNIDADE AURORA:Contrato de Locação: 4801.1008/2020http://www.recife.pe.gov.br/contratos/emprel/paginaspublicas/ConsultaContratoConsolidado.jsfAtt.,;SECRETARIA DE SAÚDE;Respondido;2020-06-08;;;;;;;;;;;;;;Estudo  ;M;Ensino Superior   ;Estudante    ;Espinheiro;Recife;Pe;Brasil;;;
2020;2020002370069000530;2020-05-11;NÃO;Indeferido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Fui servidor municipal em 2009. Solicito, por gentileza, a portaria ou declaração da minha exoneração do cargo.;ARQUIVO OCULTADO POR CONTER INFORMAÇÃO PESSOAL;Prezado solicitante,Este não é o canal adequado para solicitação de análises de processos, motivo pelo qual seu pedido foi indeferido.Ressaltamos que o Portal da Transparência é o instrumento para solicitar informações sobre o município, NÃO sendo o canal adequado para tratar de informações de caráter pessoal, análises de casos concretos e procedimentos administrativos.Em casos como esses citados, o solicitante deve fazer a requisição diretamente nos departamentos responsáveis.Para esclarecer dúvidas dos servidores da Prefeitura do Recife, a Secretaria de Administração e Gestão de Pessoas (SADGP) criou o Email corporativo: gerenciageral.administracaopessoal@recife.pe.gov.br. Neste canal de comunicação, o servidor poderá solicitar esclarecimentos sobre pagamento, progressão, aposentadoria, abono de permanência, licenças diversas. As respostas às solicitações ocorrerão de segunda a sexta/eira, das 8h às 12h e das 14h às 18h.Importante destacar que, em virtude do atual cenário mundial devido à pandemia do Novo Coronavírus e considerando a Portaria nº 119, que regulamenta o Decreto nº 33.539 de 19 de março de 2020, que dispõe sobre a convocação de todos os colaboradores da administração pública municipal para enfrentamento da emergência de saúde pública decorrente do COVID/19, houve alteração nos serviços realizados pela Prefeitura do Recife, com a suspensão de muitas atividades.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Indeferido;2020-05-11;;;;;;;;;;;;;;Outros  ;M;Pós-graduação;Outra   ;Jundiapeba;Mogi Das Cruzes;Sp;Brasil;;;
2020;2020002380018000610;2020-05-11;SIM;Indeferido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Fui servidor municipal em 2009. Solicito, por gentileza, o CTC / Certificado de Tempo de Contribuição.;ARQUIVO OCULTADO POR CONTER INFORMAÇÃO PESSOAL;Prezado solicitante,Este não é o canal adequado para solicitação de análises de processos, motivo pelo qual seu pedido foi indeferido.Ressaltamos que o Portal da Transparência é o instrumento para solicitar informações sobre o município, NÃO sendo o canal adequado para tratar de informações de caráter pessoal, análises de casos concretos e procedimentos administrativos.Em casos como esses citados, o solicitante deve fazer a requisição diretamente nos departamentos responsáveis.Para esclarecer dúvidas dos servidores da Prefeitura do Recife, a Secretaria de Administração e Gestão de Pessoas (SADGP) criou o Email corporativo: gerenciageral.administracaopessoal@recife.pe.gov.br. Neste canal de comunicação, o servidor poderá solicitar esclarecimentos sobre pagamento, progressão, aposentadoria, abono de permanência, licenças diversas. As respostas às solicitações ocorrerão de segunda a sexta/eira, das 8h às 12h e das 14h às 18h.Importante destacar que, em virtude do atual cenário mundial devido à pandemia do Novo Coronavírus e considerando a Portaria nº 119, que regulamenta o Decreto nº 33.539 de 19 de março de 2020, que dispõe sobre a convocação de todos os colaboradores da administração pública municipal para enfrentamento da emergência de saúde pública decorrente do COVID/19, houve alteração nos serviços realizados pela Prefeitura do Recife, com a suspensão de muitas atividades.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Indeferido;2020-05-11;;;;;;;;;;;;;;Outros  ;M;Pós-graduação;Outra   ;Jundiapeba;Mogi Das Cruzes;Sp;Brasil;;;
2020;2020002390069000534;2020-05-11;NÃO;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Bom,Eu gostaria de saber qual a previsão pra ser chamados os candidatos que foram aprovado no concurso da prefeitura para o cargo de imonikizacoes ortopédica . Desde ja muito obrigada;;Prezado, Em resposta a solicitação, informamos que:Todos os cargos previstos no edital 001/2019 podem ser chamados dentro do prazo de validade do concurso, qual seja, 02 anos, podendo este ser prorrogado por mais 02 anos. Atualmente, considerando a situação de pandemia, estão sendo convocados os cargos cuja a rede possui necessidade para o combate e enfrentamento à Covid/19..Sem mais, renovo protestos de elevada e estima consideraçãoSecretaria de Administração e Gestão de Pessoas;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-05-14;;;;;;;;;;;;;;Outros  ;F;Ensino Superior   ;Outra   ;Tres Andares;Teresina - Pi;Piauí;Brasil;;;
2020;2020002400060010325;2020-05-11;NÃO;Respondido;SECRETARIA DE FINANÇAS;Prezados, boa noite ! Precisamos saber as seguintes informações do Processo Administrativo Tributario nº 07.52628.7.12: 1 / Quais os Autos de Infração a ele vinculados?2/ Existe alguma execução? Em caso positivo, favor disponibilizar o nº da CDA e Execução Fiscal.;2020002400060010325_doc_1;Prezada, Boa tarde!Informamos que, normalmente, estas informações são prestadas pessoalmente no atendimento ao contribuinte após as devidas confirmações que o advogado tem autorização para ter acesso a estes dados. Em caráter excepcional sugerimos a abertura de um processo de direito de petição através do e/mail aberturadeprocessossefin@gmail.com .No e/mail a contribuinte oficializa este pedido  e anexa  as devidas  procurações em PDF com certificação digital. Precisamos saber se o Banco autorizou o escritório a representá/lo bem como saber se ela pode representar o escritório.Atenciosamente,Secretaria Executiva de Tributação / SEFIN;SECRETARIA DE FINANÇAS;Respondido;2020-05-12;;;;;;;;;;;;;;Outros  ;F;Ensino Médio ;Outra   ;Afogados;Recife;Pernambuco;Brasil;;;
2020;2020002410069000532;2020-05-11;NÃO;Indeferido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Gostaria de saber sobre o andamento do processo de averbação de tempo de serviço, dados do requerente Nome:, por favor, me enviem o andamento deste processo por e/mail ou entrem em contato por telefone descrito anteriormente nos dados do solicitante.;;Prezado solicitante,Este não é o canal adequado para solicitação de análises de processos, motivo pelo qual seu pedido foi indeferido.Ressaltamos que o Portal da Transparência é o instrumento para solicitar informações sobre o município, NÃO sendo o canal adequado para tratar de informações de caráter pessoal, análises de casos concretos e procedimentos administrativos.Em casos como esses citados, o solicitante deve fazer a requisição diretamente nos departamentos responsáveis.Para esclarecer dúvidas dos servidores da Prefeitura do Recife, a Secretaria de Administração e Gestão de Pessoas (SADGP) criou o Email corporativo: gerenciageral.administracaopessoal@recife.pe.gov.br. Neste canal de comunicação, o servidor poderá solicitar esclarecimentos sobre pagamento, progressão, aposentadoria, abono de permanência, licenças diversas. As respostas às solicitações ocorrerão de segunda a sexta/eira, das 8h às 12h e das 14h às 18h.Importante destacar que, em virtude do atual cenário mundial devido à pandemia do Novo Coronavírus e considerando a Portaria nº 119, que regulamenta o Decreto nº 33.539 de 19 de março de 2020, que dispõe sobre a convocação de todos os colaboradores da administração pública municipal para enfrentamento da emergência de saúde pública decorrente do COVID/19, houve alteração nos serviços realizados pela Prefeitura do Recife, com a suspensão de muitas atividades.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Indeferido;2020-05-12;;;;;;;;;;;;;;Outros  ;F;Ensino Médio ;Outra   ;Rio Doce;Olinda;Pernambuco;Brasil;;;
2020;2020002420069000530;2020-05-12;NÃO;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Bom diaSolicito informação sobre se houve a posse e quando foi a posse de Yasmin Azevedo da Silveira, aprovada no concurso público da Secretaria de Saúde de Recife edital n.º 1/2019, inscrição n.º 8720014383, nomeada para o cargo de Médico 20H Psiquiatria da Infância e Adolescência pela portaria n.º 0929 de 23 de abril de 2020, publicada no diário oficial extraordinário n.º 013 de 23 de abril de 2020. Ou seja, a informação solicitada é se houve a posse da aprovada e quando foi a posse.;;Prezado, Em resposta a solicitação, informamos que:De acordo com o Estatuto dos Funcionários Públicos do Município do Recife, art. 22:Art. 22 A posse verificar/se/á no prazo de 30 (trinta) dias, contados da publicação do ato específico de provimento no Diário Oficial da Cidade do Recife. Por tanto, faz/se necessário aguardar esse prazo transcorrer para poder ter a informação solicitada.Sem mais, renovo protestos de elevada e estima consideraçãoSecretaria de Administração e Gestão de Pessoas;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-05-12;;Prezado(s),Com base no art. 3º da Portaria n.º 0929 de 23 de abril de 2020 (portaria que nomeou Yasmin Azevedo da Silveira), o prazo para posse é de apenas 05 (cinco) dias úteis. Conforme segue:\'art. 3º Os nomeados terão o prazo de 05 (cinco) dias úteis para tomar posse, a contar da publicação desta portaria, e 03 (três) dias úteis para iniciar o exercício, a partir da efetivação da posse, considerando o §1º do artigo 16 da Lei nº 18.704 de 30 de março de 2020.\'Portanto, neste caso, o prazo para posse de cinco dias úteis já transcorreu, cabendo o pedido de informação efetuado para saber se Yasmin Azevedo da Silveira tomou posse e, se tomou, em que data ocorreu a posse.Grato pela atenção;Prezado solicitante,A resposta está em anexo,Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;2020-05-15;;;1;;;;;Outros  ;M;Ensino Superior   ;Outra   ;Aflitos;Recife;Pernambuco;Brasil;;2020002420069000530_doc_1;
2020;2020002430060010319;2020-05-12;NÃO;Respondido;SECRETARIA DE FINANÇAS;Bom dia!Precisamos solicitar um reembolso de pagamento do ISS Normal que foi pago indevidamente via guia do Simples Nacional. Constatamos no inicio do ano e entramos em contato com vocês onde nos foi orientado que deveria preencher os formulários e protocolar presencialmente com as devidas documentações necessárias, porem somos de Salvador e com esse transtorno que estamos passando referente a Covid/19, não conseguimos realizar esse procedimento. Não teria uma outra forma de resolver isso online? Já temos todas as documentações e formulários preenchidos e assinados, podendo assim ser enviado por e/mail. Fico no aguardo de um retorno.;2020002430060010319_doc_1;Prezada, bom dia!Pedidos de restituição é um dos tipos de processos que ainda não está eletrônico e que sua entrada é feita de forma analógica no atendimento ao contribuinte. Em caráter excepcional sugerimos a abertura de um processo de Restituição através do e/mail aberturadeprocessossefin@gmail.com. Para que possamos iniciar a análise do pedido, é necessário que toda documentação seja enviada em formato pdf e que seja assinado digitalmente com o CNPJ da empresa.Atenciosamente,Secretaria Executiva de Tributação / SEFIN;SECRETARIA DE FINANÇAS;Respondido;2020-05-13;;Boa tarde!Conforme orientado, enviei um e/mail no dia 14/05/2020 porem não obtive nenhum retorno, nem mesmo acusando recebimento. Algum numero que eu possa entrar em contato ou existe algum prazo de retorno de e/mail?;Prezado(a),Segue resposta da Secretaria de Finanças:'Prezada, bom dia!Com nossos sinceros pedidos de desculpa, na resposta anterior foi informado o e/mail errado para abertura de um processo de Restituição, onde se lê aberturadeprocessossefin@gmail.com, deveria ser  aberturadeprocessossefin@recife.pe.gov.br. Assim que recebermos o e/mail correto vamos dar celeridade ao seu processo.Mais uma vez nos desculpamos e Contamos com sua compreensão.Atenciosamente,Secretaria Executiva de Tributação / SEFIN'Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE FINANÇAS;Respondido;2020-05-25;;;1;;;;;Outros  ;F;Pós-graduação;Empregado - setor privado;Caminho Das Arvores;Salvador;Bahia;Brasil;;;
